area,area_title,area_type,naics,naics_title,i_group,own_code,occ_code,occ_title,o_group,tot_emp,emp_prse,jobs_1000,loc_quotient,pct_total,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly
99,U.S.,1,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,"146,875,480",0.1,,,,25.72,"53,490",0.1,10.35,13.02,19.14,30.88,48.57,"21,530","27,080","39,810","64,240","101,020",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,"8,054,120",0.2,,,,58.88,"122,480",0.1,24.03,34.35,50.80,74.16,#,"49,990","71,460","105,660","154,260",#,,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-1000,Top Executives,minor,"2,658,440",0.3,,,,61.09,"127,070",0.2,21.01,31.69,49.63,78.83,#,"43,710","65,910","103,230","163,970",#,,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-1010,Chief Executives,broad,"205,890",0.8,,,,93.20,"193,850",0.4,29.95,54.23,88.68,#,#,"62,290","112,790","184,460",#,#,,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-1011,Chief Executives,detailed,"205,890",0.8,,,,93.20,"193,850",0.4,29.95,54.23,88.68,#,#,"62,290","112,790","184,460",#,#,,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-1020,General and Operations Managers,broad,"2,400,280",0.3,,,,59.15,"123,030",0.2,21.66,31.57,48.45,75.69,#,"45,050","65,660","100,780","157,430",#,,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-1021,General and Operations Managers,detailed,"2,400,280",0.3,,,,59.15,"123,030",0.2,21.66,31.57,48.45,75.69,#,"45,050","65,660","100,780","157,430",#,,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-1030,Legislators,broad,"52,280",2.2,,,,*,"49,440",1.3,*,*,*,*,*,"17,690","19,070","29,270","75,520","100,470",TRUE,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-1031,Legislators,detailed,"52,280",2.2,,,,*,"49,440",1.3,*,*,*,*,*,"17,690","19,070","29,270","75,520","100,470",TRUE,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",minor,"770,540",0.5,,,,68.91,"143,330",0.2,30.74,42.97,61.96,86.06,#,"63,940","89,380","128,870","179,010",#,,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-2010,Advertising and Promotions Managers,broad,"25,100",3.0,,,,68.22,"141,890",1.3,29.77,41.51,60.34,84.59,#,"61,930","86,330","125,510","175,940",#,,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-2011,Advertising and Promotions Managers,detailed,"25,100",3.0,,,,68.22,"141,890",1.3,29.77,41.51,60.34,84.59,#,"61,930","86,330","125,510","175,940",#,,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-2020,Marketing and Sales Managers,broad,"666,280",0.5,,,,69.55,"144,660",0.2,30.72,43.40,62.84,87.15,#,"63,900","90,270","130,700","181,280",#,,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-2021,Marketing Managers,detailed,"263,680",0.8,,,,71.73,"149,200",0.3,34.14,46.98,65.79,89.10,#,"71,010","97,710","136,850","185,320",#,,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-2022,Sales Managers,detailed,"402,600",0.6,,,,68.12,"141,690",0.3,28.76,40.94,60.89,85.50,#,"59,810","85,150","126,640","177,830",#,,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-2030,Public Relations and Fundraising Managers,detailed,"79,160",1.3,,,,63.77,"132,630",0.6,31.15,40.76,55.86,77.52,#,"64,790","84,780","116,180","161,230",#,,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-2030,Public Relations and Fundraising Managers,broad,"79,160",1.3,,,,63.77,"132,630",0.6,31.15,40.76,55.86,77.52,#,"64,790","84,780","116,180","161,230",#,,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-3000,Operations Specialties Managers,minor,"1,996,160",0.3,,,,64.69,"134,550",0.2,31.99,42.33,58.15,78.39,#,"66,540","88,050","120,960","163,050",#,,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-3010,Administrative Services and Facilities Managers,detailed,"307,280",0.5,,,,51.23,"106,550",0.3,26.54,34.72,46.61,61.65,79.96,"55,210","72,220","96,940","128,230","166,330",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-3010,Administrative Services and Facilities Managers,broad,"307,280",0.5,,,,51.23,"106,550",0.3,26.54,34.72,46.61,61.65,79.96,"55,210","72,220","96,940","128,230","166,330",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-3020,Computer and Information Systems Managers,broad,"433,960",0.6,,,,75.19,"156,390",0.3,42.06,54.38,70.37,89.24,#,"87,480","113,110","146,360","185,610",#,,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-3021,Computer and Information Systems Managers,detailed,"433,960",0.6,,,,75.19,"156,390",0.3,42.06,54.38,70.37,89.24,#,"87,480","113,110","146,360","185,610",#,,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-3030,Financial Managers,broad,"654,790",0.6,,,,70.93,"147,530",0.3,32.87,44.38,62.45,87.49,#,"68,370","92,310","129,890","181,980",#,,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-3031,Financial Managers,detailed,"654,790",0.6,,,,70.93,"147,530",0.3,32.87,44.38,62.45,87.49,#,"68,370","92,310","129,890","181,980",#,,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-3050,Industrial Production Managers,broad,"185,790",0.9,,,,55.34,"115,110",0.3,31.27,39.62,50.71,65.81,84.65,"65,050","82,400","105,480","136,880","176,070",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-3051,Industrial Production Managers,detailed,"185,790",0.9,,,,55.34,"115,110",0.3,31.27,39.62,50.71,65.81,84.65,"65,050","82,400","105,480","136,880","176,070",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-3060,Purchasing Managers,broad,"72,100",0.8,,,,61.73,"128,400",0.4,34.35,44.50,58.23,73.51,92.98,"71,450","92,560","121,110","152,890","193,400",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-3061,Purchasing Managers,detailed,"72,100",0.8,,,,61.73,"128,400",0.4,34.35,44.50,58.23,73.51,92.98,"71,450","92,560","121,110","152,890","193,400",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-3070,"Transportation, Storage, and Distribution Managers",broad,"132,040",0.9,,,,49.67,"103,320",0.4,26.85,34.64,45.46,59.84,77.17,"55,850","72,050","94,560","124,460","160,500",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-3071,"Transportation, Storage, and Distribution Managers",detailed,"132,040",0.9,,,,49.67,"103,320",0.4,26.85,34.64,45.46,59.84,77.17,"55,850","72,050","94,560","124,460","160,500",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-3110,Compensation and Benefits Managers,broad,"16,900",1.9,,,,64.52,"134,210",0.7,33.59,43.96,58.78,78.83,#,"69,870","91,430","122,270","163,980",#,,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-3111,Compensation and Benefits Managers,detailed,"16,900",1.9,,,,64.52,"134,210",0.7,33.59,43.96,58.78,78.83,#,"69,870","91,430","122,270","163,980",#,,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-3120,Human Resources Managers,broad,"154,800",0.7,,,,62.29,"129,570",0.3,32.84,42.38,56.11,75.27,98.90,"68,300","88,150","116,720","156,560","205,720",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-3121,Human Resources Managers,detailed,"154,800",0.7,,,,62.29,"129,570",0.3,32.84,42.38,56.11,75.27,98.90,"68,300","88,150","116,720","156,560","205,720",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-3130,Training and Development Managers,broad,"38,510",1.2,,,,59.36,"123,470",0.4,31.12,40.73,54.50,73.24,94.27,"64,720","84,720","113,350","152,340","196,070",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-3131,Training and Development Managers,detailed,"38,510",1.2,,,,59.36,"123,470",0.4,31.12,40.73,54.50,73.24,94.27,"64,720","84,720","113,350","152,340","196,070",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-9000,Other Management Occupations,minor,"2,628,970",0.3,,,,49.31,"102,560",0.2,21.43,30.17,43.90,61.69,82.13,"44,560","62,760","91,300","128,310","170,820",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-9010,"Farmers, Ranchers, and Other Agricultural Managers",broad,"5,060",5.1,,,,38.63,"80,360",2.3,18.04,25.90,34.21,47.72,63.83,"37,530","53,870","71,160","99,260","132,760",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,"5,060",5.1,,,,38.63,"80,360",2.3,18.04,25.90,34.21,47.72,63.83,"37,530","53,870","71,160","99,260","132,760",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-9020,Construction Managers,broad,"293,380",0.9,,,,50.48,"105,000",0.4,26.99,34.57,45.80,60.60,79.23,"56,140","71,900","95,260","126,040","164,790",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-9021,Construction Managers,detailed,"293,380",0.9,,,,50.48,"105,000",0.4,26.99,34.57,45.80,60.60,79.23,"56,140","71,900","95,260","126,040","164,790",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-9030,Education and Childcare Administrators,broad,"512,820",0.6,,,,47.25,"98,270",0.6,23.87,32.62,43.81,57.98,74.77,"49,650","67,850","91,130","120,600","155,510",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,"52,360",1.7,,,,25.81,"53,690",1.0,14.83,17.99,23.18,29.85,39.71,"30,850","37,420","48,210","62,090","82,590",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,"271,020",0.8,,,,*,"100,340",0.8,*,*,*,*,*,"63,070","76,650","96,400","121,500","148,630",TRUE,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-9033,"Education Administrators, Postsecondary",detailed,"144,880",1.1,,,,54.04,"112,400",0.7,26.59,33.89,45.87,64.94,93.31,"55,320","70,490","95,410","135,070","194,090",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-9039,"Education Administrators, All Other",detailed,"44,550",2.2,,,,44.30,"92,150",1.0,22.17,29.46,41.08,55.76,70.28,"46,110","61,280","85,450","115,990","146,190",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-9040,Architectural and Engineering Managers,broad,"194,250",1.0,,,,73.52,"152,930",0.3,44.48,55.61,69.63,86.16,#,"92,510","115,670","144,830","179,220",#,,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-9041,Architectural and Engineering Managers,detailed,"194,250",1.0,,,,73.52,"152,930",0.3,44.48,55.61,69.63,86.16,#,"92,510","115,670","144,830","179,220",#,,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-9050,Food Service Managers,broad,"235,470",1.2,,,,28.76,"59,820",0.5,15.97,20.32,26.60,34.27,44.73,"33,210","42,260","55,320","71,270","93,040",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-9051,Food Service Managers,detailed,"235,470",1.2,,,,28.76,"59,820",0.5,15.97,20.32,26.60,34.27,44.73,"33,210","42,260","55,320","71,270","93,040",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-9071,Gambling Managers,detailed,"4,450",3.5,,,,40.72,"84,700",1.2,22.67,28.29,36.04,47.00,65.70,"47,160","58,840","74,970","97,770","136,650",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-9080,Lodging Managers,broad,"38,340",2.4,,,,30.56,"63,570",1.1,15.09,19.24,26.17,36.12,50.83,"31,380","40,010","54,430","75,130","105,720",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-9081,Lodging Managers,detailed,"38,340",2.4,,,,30.56,"63,570",1.1,15.09,19.24,26.17,36.12,50.83,"31,380","40,010","54,430","75,130","105,720",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-9110,Medical and Health Services Managers,broad,"394,910",0.6,,,,55.37,"115,160",0.3,28.28,36.91,48.55,64.19,90.86,"58,820","76,770","100,980","133,520","189,000",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-9111,Medical and Health Services Managers,detailed,"394,910",0.6,,,,55.37,"115,160",0.3,28.28,36.91,48.55,64.19,90.86,"58,820","76,770","100,980","133,520","189,000",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-9120,Natural Sciences Managers,broad,"67,720",4.8,,,,69.93,"145,450",2.0,31.76,45.65,62.07,84.86,#,"66,050","94,940","129,100","176,510",#,,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-9121,Natural Sciences Managers,detailed,"67,720",4.8,,,,69.93,"145,450",2.0,31.76,45.65,62.07,84.86,#,"66,050","94,940","129,100","176,510",#,,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-9130,Postmasters and Mail Superintendents,broad,"13,850",0.4,,,,37.60,"78,220",0.1,31.43,33.73,36.97,41.49,45.62,"65,370","70,160","76,900","86,300","94,880",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-9131,Postmasters and Mail Superintendents,detailed,"13,850",0.4,,,,37.60,"78,220",0.1,31.43,33.73,36.97,41.49,45.62,"65,370","70,160","76,900","86,300","94,880",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-9140,"Property, Real Estate, and Community Association Managers",broad,"220,750",1.3,,,,34.48,"71,720",0.9,14.92,20.02,28.25,40.59,62.10,"31,030","41,630","58,760","84,430","129,160",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-9141,"Property, Real Estate, and Community Association Managers",detailed,"220,750",1.3,,,,34.48,"71,720",0.9,14.92,20.02,28.25,40.59,62.10,"31,030","41,630","58,760","84,430","129,160",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-9150,Social and Community Service Managers,broad,"156,460",1.5,,,,35.05,"72,900",0.5,19.82,25.23,32.28,42.39,54.08,"41,220","52,480","67,150","88,180","112,480",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-9151,Social and Community Service Managers,detailed,"156,460",1.5,,,,35.05,"72,900",0.5,19.82,25.23,32.28,42.39,54.08,"41,220","52,480","67,150","88,180","112,480",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-9160,Emergency Management Directors,broad,"10,060",1.4,,,,39.68,"82,530",0.8,19.44,25.99,35.86,49.68,67.90,"40,430","54,050","74,590","103,330","141,230",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-9161,Emergency Management Directors,detailed,"10,060",1.4,,,,39.68,"82,530",0.8,19.44,25.99,35.86,49.68,67.90,"40,430","54,050","74,590","103,330","141,230",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-9171,Funeral Home Managers,detailed,"9,400",3.3,,,,45.78,"95,220",3.6,21.21,27.42,36.71,53.52,77.82,"44,120","57,020","76,350","111,310","161,870",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,"472,060",0.5,,,,57.07,"118,710",0.3,25.67,37.07,53.19,70.99,91.99,"53,380","77,100","110,630","147,660","191,340",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,"8,183,750",0.2,,,,37.56,"78,130",0.2,18.76,25.06,33.57,45.61,60.60,"39,020","52,130","69,820","94,870","126,040",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-1000,Business Operations Specialists,minor,"5,427,140",0.3,,,,36.31,"75,530",0.2,18.32,24.56,33.04,44.73,58.57,"38,090","51,090","68,730","93,030","121,830",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-1010,"Agents and Business Managers of Artists, Performers, and Athletes",broad,"17,060",12.4,,,,46.72,"97,170",4.0,17.93,24.32,35.45,57.90,91.07,"37,300","50,590","73,740","120,430","189,420",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,"17,060",12.4,,,,46.72,"97,170",4.0,17.93,24.32,35.45,57.90,91.07,"37,300","50,590","73,740","120,430","189,420",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-1020,Buyers and Purchasing Agents,detailed,"421,280",0.7,,,,33.50,"69,680",0.3,18.38,23.69,30.95,40.69,51.69,"38,230","49,280","64,380","84,630","107,510",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-1020,Buyers and Purchasing Agents,broad,"421,280",0.7,,,,33.50,"69,680",0.3,18.38,23.69,30.95,40.69,51.69,"38,230","49,280","64,380","84,630","107,510",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-1030,"Claims Adjusters, Appraisers, Examiners, and Investigators",broad,"301,710",1.4,,,,33.09,"68,820",0.4,19.84,24.61,31.99,39.76,48.16,"41,260","51,190","66,540","82,700","100,170",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,"287,960",1.4,,,,33.15,"68,940",0.4,19.76,24.53,32.11,39.93,48.27,"41,100","51,030","66,790","83,050","100,400",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-1032,"Insurance Appraisers, Auto Damage",detailed,"13,750",5.5,,,,31.85,"66,240",0.9,21.36,25.69,30.42,37.41,45.06,"44,430","53,430","63,270","77,810","93,720",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-1040,Compliance Officers,broad,"317,600",0.6,,,,35.03,"72,850",0.2,18.71,24.54,33.20,43.88,52.86,"38,920","51,050","69,050","91,260","109,950",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-1041,Compliance Officers,detailed,"317,600",0.6,,,,35.03,"72,850",0.2,18.71,24.54,33.20,43.88,52.86,"38,920","51,050","69,050","91,260","109,950",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-1050,Cost Estimators,broad,"210,000",0.9,,,,34.31,"71,350",0.3,18.93,24.66,31.37,41.38,53.53,"39,380","51,300","65,250","86,080","111,350",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-1051,Cost Estimators,detailed,"210,000",0.9,,,,34.31,"71,350",0.3,18.93,24.66,31.37,41.38,53.53,"39,380","51,300","65,250","86,080","111,350",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-1070,Human Resources Workers,broad,"708,780",0.5,,,,32.79,"68,200",0.2,17.36,22.75,30.02,39.73,51.90,"36,120","47,320","62,440","82,650","107,950",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-1071,Human Resources Specialists,detailed,"633,040",0.5,,,,32.58,"67,760",0.2,17.88,22.81,29.77,39.15,50.93,"37,180","47,450","61,920","81,430","105,930",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-1074,Farm Labor Contractors,detailed,160,10.8,,,,29.84,"62,060",7.9,16.30,18.58,29.77,39.10,46.15,"33,900","38,640","61,910","81,330","95,990",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-1075,Labor Relations Specialists,detailed,"75,580",1.9,,,,34.55,"71,870",1.4,9.24,21.59,33.18,45.55,59.80,"19,230","44,920","69,020","94,740","124,380",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-1081,Logisticians,detailed,"182,050",1.0,,,,37.83,"78,680",0.4,21.16,27.44,35.94,46.27,57.88,"44,020","57,080","74,750","96,240","120,400",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-1110,Management Analysts,broad,"709,750",0.7,,,,45.94,"95,560",0.4,23.90,30.80,40.99,54.70,74.19,"49,700","64,060","85,260","113,770","154,310",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-1111,Management Analysts,detailed,"709,750",0.7,,,,45.94,"95,560",0.4,23.90,30.80,40.99,54.70,74.19,"49,700","64,060","85,260","113,770","154,310",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-1120,"Meeting, Convention, and Event Planners",broad,"117,610",1.6,,,,26.39,"54,880",0.7,13.75,18.10,24.33,31.67,41.53,"28,590","37,640","50,600","65,860","86,390",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-1121,"Meeting, Convention, and Event Planners",detailed,"117,610",1.6,,,,26.39,"54,880",0.7,13.75,18.10,24.33,31.67,41.53,"28,590","37,640","50,600","65,860","86,390",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-1130,Fundraisers,broad,"81,660",1.5,,,,30.21,"62,830",0.8,16.12,21.13,27.87,36.84,48.27,"33,530","43,940","57,970","76,620","100,410",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-1131,Fundraisers,detailed,"81,660",1.5,,,,30.21,"62,830",0.8,16.12,21.13,27.87,36.84,48.27,"33,530","43,940","57,970","76,620","100,410",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-1140,"Compensation, Benefits, and Job Analysis Specialists",broad,"89,300",1.8,,,,33.58,"69,840",0.6,19.30,24.04,31.04,39.86,50.77,"40,140","50,000","64,560","82,920","105,600",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,"89,300",1.8,,,,33.58,"69,840",0.6,19.30,24.04,31.04,39.86,50.77,"40,140","50,000","64,560","82,920","105,600",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-1150,Training and Development Specialists,broad,"312,450",0.7,,,,31.56,"65,640",0.3,15.71,21.48,29.43,39.08,50.10,"32,680","44,680","61,210","81,290","104,200",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-1151,Training and Development Specialists,detailed,"312,450",0.7,,,,31.56,"65,640",0.3,15.71,21.48,29.43,39.08,50.10,"32,680","44,680","61,210","81,290","104,200",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-1160,Market Research Analysts and Marketing Specialists,broad,"678,500",0.7,,,,34.41,"71,570",0.4,16.51,22.50,30.67,43.07,58.96,"34,350","46,800","63,790","89,580","122,630",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-1161,Market Research Analysts and Marketing Specialists,detailed,"678,500",0.7,,,,34.41,"71,570",0.4,16.51,22.50,30.67,43.07,58.96,"34,350","46,800","63,790","89,580","122,630",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",detailed,"1,279,390",0.5,,,,38.57,"80,220",0.3,19.20,26.02,35.37,47.67,61.74,"39,930","54,110","73,570","99,150","128,420",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-2000,Financial Specialists,minor,"2,756,610",0.4,,,,40.03,"83,260",0.3,19.71,25.96,34.59,47.29,65.26,"40,990","53,990","71,950","98,360","135,740",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-2010,Accountants and Auditors,broad,"1,280,700",0.6,,,,38.23,"79,520",0.3,21.39,26.88,34.40,45.36,59.83,"44,480","55,900","71,550","94,340","124,450",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-2011,Accountants and Auditors,detailed,"1,280,700",0.6,,,,38.23,"79,520",0.3,21.39,26.88,34.40,45.36,59.83,"44,480","55,900","71,550","94,340","124,450",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-2020,Property Appraisers and Assessors,detailed,"56,320",2.7,,,,30.58,"63,610",1.2,14.98,20.18,27.41,37.82,50.26,"31,160","41,980","57,010","78,670","104,540",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-2020,Property Appraisers and Assessors,broad,"56,320",2.7,,,,30.58,"63,610",1.2,14.98,20.18,27.41,37.82,50.26,"31,160","41,980","57,010","78,670","104,540",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-2030,Budget Analysts,broad,"51,460",1.0,,,,38.61,"80,300",0.4,24.15,29.35,36.80,46.53,56.02,"50,230","61,040","76,540","96,780","116,510",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-2031,Budget Analysts,detailed,"51,460",1.0,,,,38.61,"80,300",0.4,24.15,29.35,36.80,46.53,56.02,"50,230","61,040","76,540","96,780","116,510",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-2040,Credit Analysts,broad,"73,930",2.2,,,,40.83,"84,930",1.1,20.88,26.60,35.41,48.97,70.11,"43,430","55,320","73,650","101,860","145,840",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-2041,Credit Analysts,detailed,"73,930",2.2,,,,40.83,"84,930",1.1,20.88,26.60,35.41,48.97,70.11,"43,430","55,320","73,650","101,860","145,840",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-2052,Personal Financial Advisors,detailed,"210,190",1.5,,,,57.35,"119,290",1.1,20.65,27.78,42.24,74.27,#,"42,950","57,780","87,850","154,480",#,,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-2053,Insurance Underwriters,detailed,"100,050",2.3,,,,37.33,"77,640",0.8,20.37,25.72,33.67,45.38,59.77,"42,360","53,510","70,020","94,390","124,320",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-2060,Financial Examiners,broad,"64,550",2.3,,,,44.39,"92,330",1.4,20.91,28.30,38.99,54.82,76.06,"43,500","58,860","81,090","114,030","158,200",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-2061,Financial Examiners,detailed,"64,550",2.3,,,,44.39,"92,330",1.4,20.91,28.30,38.99,54.82,76.06,"43,500","58,860","81,090","114,030","158,200",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-2070,Credit Counselors and Loan Officers,broad,"340,480",1.1,,,,35.46,"73,750",0.6,15.59,20.90,29.37,42.99,62.02,"32,420","43,470","61,090","89,420","129,000",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-2071,Credit Counselors,detailed,"32,110",2.8,,,,24.15,"50,230",0.9,15.23,17.91,22.09,28.11,36.90,"31,670","37,250","45,950","58,470","76,740",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-2072,Loan Officers,detailed,"308,370",1.2,,,,36.64,"76,200",0.6,15.65,21.56,30.42,44.69,63.79,"32,560","44,840","63,270","92,960","132,680",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",broad,"120,430",1.6,,,,26.27,"54,640",0.9,11.72,16.33,23.84,33.46,45.81,"24,380","33,970","49,590","69,600","95,280",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,"53,760",0.5,,,,29.31,"60,960",0.3,15.91,20.05,26.39,36.95,48.93,"33,090","41,700","54,890","76,850","101,780",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-2082,Tax Preparers,detailed,"66,670",2.8,,,,23.82,"49,550",1.4,10.46,13.68,20.71,30.32,41.86,"21,750","28,450","43,080","63,070","87,060",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",detailed,"458,510",0.9,,,,45.27,"94,160",0.6,22.71,29.74,39.22,52.56,75.07,"47,230","61,850","81,590","109,330","156,150",,
99,U.S.,1,000000,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,"4,552,880",0.4,,,,45.08,"93,760",0.5,21.79,30.22,42.47,57.47,73.08,"45,320","62,850","88,340","119,550","152,010",,
