AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-3000,Social Scientists and Related Workers,minor,"247,580",1.1,,,,43.34,"90,150",0.6,22.44,29.61,39.56,52.38,66.77,"46,680","61,590","82,280","108,950","138,880",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-3010,Economists,broad,"17,520",3.3,,,,58.11,"120,880",1.5,28.47,38.39,52.09,72.70,95.30,"59,220","79,860","108,350","151,210","198,230",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-3011,Economists,detailed,"17,520",3.3,,,,58.11,"120,880",1.5,28.47,38.39,52.09,72.70,95.30,"59,220","79,860","108,350","151,210","198,230",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-3020,Survey Researchers,broad,"10,350",5.4,,,,32.19,"66,960",2.4,16.33,21.48,28.79,39.34,53.32,"33,970","44,680","59,870","81,830","110,910",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-3022,Survey Researchers,detailed,"10,350",5.4,,,,32.19,"66,960",2.4,16.33,21.48,28.79,39.34,53.32,"33,970","44,680","59,870","81,830","110,910",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-3030,Psychologists,broad,"127,070",1.6,,,,43.61,"90,710",0.9,22.25,29.54,39.51,52.38,66.15,"46,270","61,440","82,180","108,940","137,590",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-3031,"Clinical, Counseling, and School Psychologists",detailed,"111,320",1.5,,,,42.93,"89,290",1.1,22.31,29.21,38.37,50.41,66.61,"46,410","60,750","79,820","104,860","138,550",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-3032,Industrial-Organizational Psychologists,detailed,780,13.3,,,,54.18,"112,690",5.8,27.61,33.55,46.28,66.32,92.69,"57,440","69,780","96,270","137,930","192,800",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-3039,"Psychologists, All Other",detailed,"14,960",8.1,,,,48.14,"100,130",1.8,21.39,36.89,50.86,57.43,64.17,"44,500","76,730","105,780","119,460","133,470",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-3040,Sociologists,broad,"2,470",8.0,,,,44.91,"93,420",2.3,25.31,31.58,41.40,53.80,68.76,"52,640","65,680","86,110","111,910","143,020",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-3041,Sociologists,detailed,"2,470",8.0,,,,44.91,"93,420",2.3,25.31,31.58,41.40,53.80,68.76,"52,640","65,680","86,110","111,910","143,020",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-3050,Urban and Regional Planners,broad,"38,190",1.8,,,,38.18,"79,410",0.6,22.51,28.43,36.52,46.34,56.86,"46,830","59,130","75,950","96,380","118,280",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-3051,Urban and Regional Planners,detailed,"38,190",1.8,,,,38.18,"79,410",0.6,22.51,28.43,36.52,46.34,56.86,"46,830","59,130","75,950","96,380","118,280",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-3090,Miscellaneous Social Scientists and Related Workers,broad,"51,980",1.8,,,,43.63,"90,750",1.7,23.73,31.11,41.29,53.67,66.34,"49,360","64,710","85,890","111,630","137,990",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-3091,Anthropologists and Archeologists,detailed,"7,180",6.8,,,,33.64,"69,960",1.4,19.61,24.60,31.79,40.65,49.41,"40,800","51,170","66,130","84,560","102,770",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-3092,Geographers,detailed,"1,450",2.5,,,,41.16,"85,620",1.4,25.78,31.79,41.07,49.36,56.30,"53,630","66,130","85,430","102,660","117,100",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-3093,Historians,detailed,"2,770",4.4,,,,32.88,"68,400",2.7,14.20,19.68,30.33,43.33,55.93,"29,540","40,920","63,100","90,130","116,340",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-3094,Political Scientists,detailed,"6,010",5.3,,,,59.66,"124,100",2.4,30.21,43.65,60.27,75.82,82.12,"62,840","90,780","125,350","157,710","170,800",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-3099,"Social Scientists and Related Workers, All Other",detailed,"34,570",2.1,,,,43.88,"91,280",0.9,26.22,33.06,41.95,52.89,64.15,"54,550","68,760","87,260","110,010","133,440",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4000,"Life, Physical, and Social Science Technicians",minor,"363,880",1.2,,,,25.49,"53,010",0.5,14.68,17.76,23.29,30.42,39.29,"30,530","36,930","48,440","63,280","81,720",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4010,Agricultural and Food Science Technicians,broad,"21,940",3.2,,,,22.08,"45,920",1.5,13.77,16.61,20.18,25.60,32.03,"28,650","34,550","41,970","53,250","66,620",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4010,Agricultural and Food Science Technicians,detailed,"21,940",3.2,,,,22.08,"45,920",1.5,13.77,16.61,20.18,25.60,32.03,"28,650","34,550","41,970","53,250","66,620",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4020,Biological Technicians,broad,"80,640",3.0,,,,23.79,"49,490",0.6,14.63,17.44,22.28,28.91,35.87,"30,440","36,280","46,340","60,130","74,600",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4021,Biological Technicians,detailed,"80,640",3.0,,,,23.79,"49,490",0.6,14.63,17.44,22.28,28.91,35.87,"30,440","36,280","46,340","60,130","74,600",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4030,Chemical Technicians,broad,"63,490",2.1,,,,25.82,"53,700",0.7,15.25,18.45,23.95,31.11,39.07,"31,720","38,380","49,820","64,700","81,260",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4031,Chemical Technicians,detailed,"63,490",2.1,,,,25.82,"53,700",0.7,15.25,18.45,23.95,31.11,39.07,"31,720","38,380","49,820","64,700","81,260",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4040,Environmental Science and Geoscience Technicians,broad,"47,440",2.4,,,,26.11,"54,300",1.1,13.92,17.20,22.95,31.00,42.77,"28,950","35,770","47,740","64,490","88,970",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4042,"Environmental Science and Protection Technicians, Including Health",detailed,"31,860",2.8,,,,24.50,"50,960",1.0,14.07,17.26,22.53,29.31,38.72,"29,280","35,900","46,850","60,960","80,530",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4045,Geological and Hydrologic Technicians,detailed,"15,580",4.6,,,,29.39,"61,130",2.6,13.56,17.04,24.34,36.85,52.55,"28,210","35,450","50,630","76,650","109,300",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4050,Nuclear Technicians,broad,"6,160",5.5,,,,40.29,"83,810",1.8,25.76,31.56,40.48,48.20,56.10,"53,570","65,650","84,190","100,260","116,680",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4051,Nuclear Technicians,detailed,"6,160",5.5,,,,40.29,"83,810",1.8,25.76,31.56,40.48,48.20,56.10,"53,570","65,650","84,190","100,260","116,680",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4060,Social Science Research Assistants,broad,"35,330",5.8,,,,25.75,"53,560",1.1,14.95,18.87,23.66,30.01,39.08,"31,090","39,250","49,210","62,420","81,280",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4061,Social Science Research Assistants,detailed,"35,330",5.8,,,,25.75,"53,560",1.1,14.95,18.87,23.66,30.01,39.08,"31,090","39,250","49,210","62,420","81,280",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4070,Forest and Conservation Technicians,broad,"30,150",1.3,,,,20.57,"42,780",0.3,13.45,15.15,18.72,24.63,29.29,"27,970","31,510","38,940","51,240","60,910",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4071,Forest and Conservation Technicians,detailed,"30,150",1.3,,,,20.57,"42,780",0.3,13.45,15.15,18.72,24.63,29.29,"27,970","31,510","38,940","51,240","60,910",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4090,"Miscellaneous Life, Physical, and Social Science Technicians",broad,"78,720",2.0,,,,28.14,"58,530",1.1,15.34,19.54,25.95,33.42,43.55,"31,900","40,650","53,980","69,510","90,580",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4092,Forensic Science Technicians,detailed,"16,640",1.5,,,,31.20,"64,890",0.9,17.61,22.33,29.13,38.14,48.51,"36,630","46,460","60,590","79,330","100,910",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,"62,080",2.5,,,,27.32,"56,830",1.5,14.81,18.82,25.22,32.08,41.37,"30,800","39,140","52,460","66,720","86,050",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-5000,Occupational Health and Safety Specialists and Technicians,minor,"116,910",0.9,,,,35.81,"74,480",0.3,19.80,26.13,34.87,44.27,52.88,"41,170","54,340","72,530","92,070","109,980",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-5010,Occupational Health and Safety Specialists and Technicians,broad,"116,910",0.9,,,,35.81,"74,480",0.3,19.80,26.13,34.87,44.27,52.88,"41,170","54,340","72,530","92,070","109,980",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-5011,Occupational Health and Safety Specialists,detailed,"95,960",1.0,,,,37.55,"78,110",0.3,21.49,28.28,36.70,45.76,54.25,"44,710","58,820","76,340","95,190","112,850",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,19-5012,Occupational Health and Safety Technicians,detailed,"20,950",2.0,,,,27.82,"57,870",1.0,16.02,20.00,25.65,34.29,43.16,"33,330","41,600","53,340","71,320","89,780",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,"2,231,070",0.5,,,,25.09,"52,180",0.4,13.91,17.38,22.85,30.42,39.64,"28,940","36,140","47,520","63,260","82,450",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",minor,"2,150,050",0.5,,,,25.06,"52,120",0.4,13.97,17.40,22.83,30.39,39.56,"29,050","36,190","47,500","63,210","82,290",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1010,Counselors,broad,"774,270",0.7,,,,26.34,"54,780",0.4,14.65,18.27,24.17,31.70,41.19,"30,470","37,990","50,270","65,940","85,670",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1012,"Educational, Guidance, and Career Counselors and Advisors",detailed,"292,230",0.8,,,,29.96,"62,320",0.5,17.12,21.67,27.94,36.50,47.07,"35,620","45,080","58,120","75,920","97,910",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1013,Marriage and Family Therapists,detailed,"60,850",4.2,,,,27.35,"56,890",1.5,15.93,18.81,24.69,32.70,44.68,"33,140","39,130","51,340","68,020","92,930",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1015,Rehabilitation Counselors,detailed,"100,260",2.0,,,,20.23,"42,080",0.8,12.34,14.33,18.05,24.06,31.82,"25,660","29,800","37,530","50,040","66,180",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,"293,620",1.2,,,,24.78,"51,550",0.5,14.71,17.77,22.91,29.69,37.84,"30,590","36,950","47,660","61,760","78,700",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1019,"Counselors, All Other",detailed,"27,310",5.6,,,,24.42,"50,800",1.7,14.00,16.92,22.00,29.66,37.99,"29,120","35,190","45,760","61,700","79,030",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1020,Social Workers,broad,"681,400",0.8,,,,26.90,"55,950",0.6,15.87,19.21,24.88,32.32,41.26,"33,020","39,950","51,760","67,230","85,820",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1021,"Child, Family, and School Social Workers",detailed,"328,120",1.2,,,,25.18,"52,370",1.0,15.53,18.44,23.28,29.85,38.60,"32,300","38,350","48,430","62,080","80,290",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1022,Healthcare Social Workers,detailed,"176,110",1.5,,,,29.07,"60,470",0.5,17.36,21.77,27.71,34.67,41.90,"36,110","45,280","57,630","72,120","87,150",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1023,Mental Health and Substance Abuse Social Workers,detailed,"116,780",1.6,,,,26.22,"54,540",0.8,14.79,17.89,23.42,31.35,42.03,"30,770","37,220","48,720","65,210","87,420",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1029,"Social Workers, All Other",detailed,"60,390",1.7,,,,31.22,"64,940",0.8,17.34,21.70,30.87,40.00,46.22,"36,070","45,130","64,210","83,200","96,140",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1090,Miscellaneous Community and Social Service Specialists,broad,"694,380",0.8,,,,21.82,"45,390",0.6,12.71,15.39,19.39,25.75,34.67,"26,440","32,020","40,330","53,570","72,100",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1091,Health Education Specialists,detailed,"57,920",1.8,,,,29.86,"62,120",1.5,16.21,20.13,27.16,37.16,48.99,"33,720","41,870","56,500","77,300","101,890",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1092,Probation Officers and Correctional Treatment Specialists,detailed,"90,070",0.9,,,,29.76,"61,900",0.9,17.78,21.02,26.77,36.07,47.36,"36,990","43,720","55,690","75,030","98,510",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1093,Social and Human Service Assistants,detailed,"399,920",1.1,,,,18.38,"38,230",0.4,12.00,14.05,17.29,21.68,26.96,"24,950","29,220","35,960","45,100","56,080",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1094,Community Health Workers,detailed,"58,670",2.3,,,,22.12,"46,000",0.7,13.47,16.33,20.19,26.11,34.03,"28,010","33,960","42,000","54,320","70,790",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-1099,"Community and Social Service Specialists, All Other",detailed,"87,800",1.7,,,,23.85,"49,600",0.9,13.65,17.29,22.48,29.07,36.74,"28,390","35,970","46,770","60,470","76,430",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-2000,Religious Workers,minor,"81,020",1.7,,,,25.86,"53,790",0.9,12.58,16.57,23.28,31.09,42.53,"26,170","34,470","48,430","64,670","88,460",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-2010,Clergy,broad,"52,260",2.1,,,,27.19,"56,560",1.0,13.66,18.32,24.97,32.20,43.04,"28,410","38,110","51,940","66,980","89,510",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-2011,Clergy,detailed,"52,260",2.1,,,,27.19,"56,560",1.0,13.66,18.32,24.97,32.20,43.04,"28,410","38,110","51,940","66,980","89,510",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-2020,"Directors, Religious Activities and Education",broad,"19,860",2.8,,,,25.32,"52,660",1.7,12.18,15.79,21.69,30.59,45.19,"25,340","32,830","45,110","63,630","93,990",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-2021,"Directors, Religious Activities and Education",detailed,"19,860",2.8,,,,25.32,"52,660",1.7,12.18,15.79,21.69,30.59,45.19,"25,340","32,830","45,110","63,630","93,990",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-2090,Miscellaneous Religious Workers,broad,"8,900",5.7,,,,19.26,"40,070",2.3,11.00,12.92,16.12,23.28,31.65,"22,880","26,870","33,530","48,430","65,830",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,21-2099,"Religious Workers, All Other",detailed,"8,900",5.7,,,,19.26,"40,070",2.3,11.00,12.92,16.12,23.28,31.65,"22,880","26,870","33,530","48,430","65,830",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,"1,154,740",0.5,,,,54.00,"112,320",0.7,18.78,26.39,40.82,71.32,#,"39,070","54,880","84,910","148,340",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,23-1000,"Lawyers, Judges, and Related Workers",minor,"721,750",0.6,,,,69.70,"144,970",0.7,28.11,39.25,59.79,88.30,#,"58,460","81,650","124,360","183,670",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,23-1010,Lawyers and Judicial Law Clerks,broad,"672,820",0.7,,,,70.70,"147,050",0.7,28.73,39.68,60.12,90.00,#,"59,760","82,540","125,040","187,200",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,23-1011,Lawyers,detailed,"658,120",0.7,,,,71.59,"148,910",0.7,29.56,40.60,61.03,91.11,#,"61,490","84,450","126,930","189,520",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,23-1012,Judicial Law Clerks,detailed,"14,690",1.3,,,,30.70,"63,860",2.7,16.45,20.86,27.65,36.61,50.78,"34,220","43,400","57,510","76,140","105,620",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,23-1020,"Judges, Magistrates, and Other Judicial Workers",broad,"48,930",0.6,,,,55.96,"116,390",1.0,20.34,31.71,55.36,78.04,93.56,"42,300","65,950","115,150","162,330","194,610",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,"14,570",0.4,,,,49.06,"102,050",0.8,22.88,31.38,46.89,63.36,86.97,"47,580","65,260","97,520","131,790","180,910",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,23-1022,"Arbitrators, Mediators, and Conciliators",detailed,"5,810",4.1,,,,36.75,"76,440",1.8,18.43,22.81,31.79,48.02,63.08,"38,330","47,440","66,130","99,870","131,210",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,"28,550",0.5,,,,63.39,"131,850",0.8,19.36,38.99,67.83,83.68,#,"40,270","81,100","141,080","174,050",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,23-2000,Legal Support Workers,minor,"432,990",1.0,,,,27.83,"57,890",0.5,15.68,19.43,25.46,32.69,43.31,"32,610","40,420","52,960","68,000","90,080",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,23-2010,Paralegals and Legal Assistants,broad,"332,720",1.1,,,,27.22,"56,610",0.6,15.82,19.54,25.44,32.25,40.94,"32,900","40,640","52,920","67,080","85,160",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,23-2011,Paralegals and Legal Assistants,detailed,"332,720",1.1,,,,27.22,"56,610",0.6,15.82,19.54,25.44,32.25,40.94,"32,900","40,640","52,920","67,080","85,160",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,23-2090,Miscellaneous Legal Support Workers,broad,"100,270",2.4,,,,29.88,"62,150",3.3,15.02,19.06,25.53,35.03,55.34,"31,240","39,640","53,110","72,860","115,110",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,23-2093,"Title Examiners, Abstractors, and Searchers",detailed,"54,960",4.0,,,,25.45,"52,950",1.1,14.57,17.95,23.47,30.46,39.51,"30,320","37,330","48,820","63,360","82,180",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,23-2099,"Legal Support Workers, All Other",detailed,"45,310",2.5,,,,35.25,"73,320",4.5,15.69,21.31,28.62,46.55,67.56,"32,640","44,330","59,540","96,820","140,520",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,"8,446,910",0.4,,,,28.75,"59,810",0.5,11.91,16.46,25.18,35.78,49.31,"24,770","34,250","52,380","74,430","102,570",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1000,Postsecondary Teachers,minor,"1,369,930",1.0,,,,*,"93,330",0.9,*,*,*,*,*,"37,680","54,340","76,990","115,700","169,280",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1010,"Business Teachers, Postsecondary",broad,"79,810",1.6,,,,*,"107,270",1.3,*,*,*,*,*,"39,720","58,350","88,010","137,730","202,080",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1011,"Business Teachers, Postsecondary",detailed,"79,810",1.6,,,,*,"107,270",1.3,*,*,*,*,*,"39,720","58,350","88,010","137,730","202,080",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1020,"Math and Computer Science Teachers, Postsecondary",broad,"81,780",1.4,,,,*,"91,450",1.1,*,*,*,*,*,"41,230","56,130","78,090","114,040","161,790",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1021,"Computer Science Teachers, Postsecondary",detailed,"32,230",1.8,,,,*,"98,680",1.4,*,*,*,*,*,"44,240","60,330","85,540","124,370","170,270",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,"49,550",1.4,,,,*,"86,760",1.1,*,*,*,*,*,"38,730","53,970","73,650","106,580","154,750",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1030,"Engineering and Architecture Teachers, Postsecondary",broad,"45,430",1.8,,,,*,"112,110",1.2,*,*,*,*,*,"54,190","74,560","101,990","137,410","187,000",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1031,"Architecture Teachers, Postsecondary",detailed,"6,910",3.6,,,,*,"100,820",2.6,*,*,*,*,*,"45,960","66,990","90,880","126,130","178,310",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1032,"Engineering Teachers, Postsecondary",detailed,"38,520",1.9,,,,*,"114,130",1.3,*,*,*,*,*,"55,440","76,510","103,600","139,610","188,980",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1040,"Life Sciences Teachers, Postsecondary",broad,"61,480",1.6,,,,*,"100,400",2.0,*,*,*,*,*,"46,580","61,930","86,390","124,980","174,850",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,"8,520",4.1,,,,*,"96,200",1.7,*,*,*,*,*,"47,100","65,660","90,340","120,890","157,650",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1042,"Biological Science Teachers, Postsecondary",detailed,"51,500",1.6,,,,*,"101,320",2.3,*,*,*,*,*,"46,430","61,380","85,600","126,200","179,450",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",detailed,"1,460",2.9,,,,*,"92,420",1.8,*,*,*,*,*,"50,520","65,490","87,400","114,670","144,310",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1050,"Physical Sciences Teachers, Postsecondary",broad,"52,810",1.5,,,,*,"98,580",1.0,*,*,*,*,*,"47,750","62,470","86,170","121,840","168,490",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,"11,750",2.0,,,,*,"104,710",1.5,*,*,*,*,*,"48,280","66,790","94,520","130,640","179,490",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1052,"Chemistry Teachers, Postsecondary",detailed,"21,530",1.7,,,,*,"94,630",1.0,*,*,*,*,*,"47,840","60,320","80,400","114,270","163,670",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1053,"Environmental Science Teachers, Postsecondary",detailed,"5,860",3.2,,,,*,"94,520",1.9,*,*,*,*,*,"42,830","60,650","84,740","114,720","159,640",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1054,"Physics Teachers, Postsecondary",detailed,"13,670",2.2,,,,*,"101,290",1.3,*,*,*,*,*,"49,340","64,990","90,400","125,290","169,240",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1060,"Social Sciences Teachers, Postsecondary",broad,"115,040",1.6,,,,*,"94,270",1.0,*,*,*,*,*,"41,510","58,490","80,990","115,270","166,450",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,"5,590",3.3,,,,*,"98,740",1.2,*,*,*,*,*,"51,580","66,660","89,220","120,090","162,640",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,"9,960",2.6,,,,*,"88,790",1.6,*,*,*,*,*,"40,800","57,480","78,840","106,380","153,900",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1063,"Economics Teachers, Postsecondary",detailed,"13,080",2.2,,,,*,"123,720",1.3,*,*,*,*,*,"53,860","75,710","107,260","152,110",#,TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1064,"Geography Teachers, Postsecondary",detailed,"3,720",3.8,,,,*,"87,160",1.1,*,*,*,*,*,"45,920","64,150","82,330","105,810","136,240",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1065,"Political Science Teachers, Postsecondary",detailed,"15,130",1.7,,,,*,"100,970",2.2,*,*,*,*,*,"43,460","62,020","85,760","122,000","179,450",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1066,"Psychology Teachers, Postsecondary",detailed,"36,520",2.7,,,,*,"89,960",1.0,*,*,*,*,*,"41,480","57,200","78,180","108,920","155,800",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1067,"Sociology Teachers, Postsecondary",detailed,"13,420",2.2,,,,*,"85,180",1.4,*,*,*,*,*,"38,910","55,490","75,610","103,670","145,990",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,"17,620",2.5,,,,*,"85,670",2.1,*,*,*,*,*,"32,900","52,150","69,340","107,000","165,790",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1070,"Health Teachers, Postsecondary",broad,"261,130",2.3,,,,*,"115,330",2.0,*,*,*,*,*,"43,370","61,180","90,890","144,540",#,TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1071,"Health Specialties Teachers, Postsecondary",detailed,"200,040",2.8,,,,*,"124,890",2.2,*,*,*,*,*,"43,840","63,000","99,090","164,930",#,TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,"61,100",2.3,,,,*,"84,060",1.9,*,*,*,*,*,"41,930","57,660","75,470","100,330","133,420",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1080,"Education and Library Science Teachers, Postsecondary",broad,"61,790",1.7,,,,*,"75,180",1.1,*,*,*,*,*,"31,660","47,950","65,940","91,890","129,280",TRUE,
