AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,"140,886,310",0.0,,,,,28.01,"58,260",0.1,11.53,14.40,22.00,32.98,49.43,"23,980","29,950","45,760","68,590","102,810",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,"8,909,910",0.2,,,,,59.31,"123,370",0.3,23.01,35.92,49.25,77.39,#,"47,860","74,710","102,450","160,960",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-1000,Top Executives,minor,"3,229,990",0.4,,,,,57.94,"120,520",0.4,19.84,29.28,47.46,77.18,#,"41,260","60,900","98,720","160,540",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-1010,Chief Executives,broad,"200,480",1.6,,,,,102.41,"213,020",0.8,28.99,53.40,86.31,#,#,"60,300","111,080","179,520",#,#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-1011,Chief Executives,detailed,"200,480",1.6,,,,,102.41,"213,020",0.8,28.99,53.40,86.31,#,#,"60,300","111,080","179,520",#,#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-1020,General and Operations Managers,broad,"2,984,920",0.5,,,,,55.41,"115,250",0.4,20.80,29.18,47.10,72.96,#,"43,260","60,690","97,970","151,750",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-1021,General and Operations Managers,detailed,"2,984,920",0.5,,,,,55.41,"115,250",0.4,20.80,29.18,47.10,72.96,#,"43,260","60,690","97,970","151,750",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-1030,Legislators,broad,"44,590",2.7,,,,,*,"57,110",1.8,*,*,*,*,*,"17,850","22,880","37,270","78,510","100,580",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-1031,Legislators,detailed,"44,590",2.7,,,,,*,"57,110",1.8,*,*,*,*,*,"17,850","22,880","37,270","78,510","100,580",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",minor,"838,050",0.8,,,,,69.77,"145,130",0.4,30.42,45.74,61.62,85.27,#,"63,270","95,140","128,160","177,360",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2010,Advertising and Promotions Managers,broad,"22,520",3.4,,,,,68.68,"142,860",1.9,29.45,45.20,61.13,82.79,#,"61,250","94,020","127,150","172,210",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2011,Advertising and Promotions Managers,detailed,"22,520",3.4,,,,,68.68,"142,860",1.9,29.45,45.20,61.13,82.79,#,"61,250","94,020","127,150","172,210",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2020,Marketing and Sales Managers,broad,"732,490",0.9,,,,,70.48,"146,600",0.4,30.46,45.93,62.18,89.95,#,"63,350","95,530","129,330","187,100",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2021,Marketing Managers,detailed,"278,690",1.0,,,,,73.77,"153,440",0.5,37.35,48.08,64.92,92.56,#,"77,680","100,010","135,030","192,520",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2022,Sales Managers,detailed,"453,800",1.2,,,,,68.46,"142,390",0.4,29.37,40.60,61.30,83.18,#,"61,090","84,450","127,490","173,010",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2030,Public Relations and Fundraising Managers,broad,"83,040",1.7,,,,,63.85,"132,800",0.7,30.26,39.37,57.62,78.37,#,"62,940","81,880","119,860","163,000",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2032,Public Relations Managers,detailed,"59,850",2.2,,,,,66.35,"138,000",0.9,31.73,45.51,60.47,79.24,#,"66,000","94,660","125,780","164,830",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2033,Fundraising Managers,detailed,"23,190",1.8,,,,,57.40,"119,400",0.8,29.04,37.10,48.47,72.56,98.29,"60,400","77,170","100,810","150,920","204,430",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3000,Operations Specialties Managers,minor,"2,116,020",0.5,,,,,67.26,"139,900",0.2,35.21,45.99,61.13,79.74,#,"73,230","95,660","127,140","165,860",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3010,Administrative Services and Facilities Managers,broad,"325,850",0.7,,,,,52.69,"109,590",0.3,28.46,36.85,47.73,62.28,80.51,"59,210","76,650","99,290","129,530","167,450",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3012,Administrative Services Managers,detailed,"224,620",0.7,,,,,54.34,"113,030",0.4,28.59,37.05,48.16,63.05,81.21,"59,470","77,070","100,170","131,130","168,910",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3013,Facilities Managers,detailed,"101,230",1.3,,,,,49.03,"101,970",0.5,28.37,35.91,47.08,60.55,77.47,"59,010","74,700","97,930","125,940","161,140",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3020,Computer and Information Systems Managers,broad,"485,190",0.9,,,,,78.33,"162,930",0.3,45.78,59.05,76.45,95.56,#,"95,220","122,820","159,010","198,750",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3021,Computer and Information Systems Managers,detailed,"485,190",0.9,,,,,78.33,"162,930",0.3,45.78,59.05,76.45,95.56,#,"95,220","122,820","159,010","198,750",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3030,Financial Managers,broad,"681,070",0.6,,,,,73.78,"153,460",0.3,37.04,47.89,63.32,92.24,#,"77,040","99,620","131,710","191,860",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3031,Financial Managers,detailed,"681,070",0.6,,,,,73.78,"153,460",0.3,37.04,47.89,63.32,92.24,#,"77,040","99,620","131,710","191,860",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3050,Industrial Production Managers,broad,"192,270",0.6,,,,,56.62,"117,780",0.3,30.84,38.55,49.59,64.49,81.96,"64,150","80,190","103,150","134,130","170,470",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3051,Industrial Production Managers,detailed,"192,270",0.6,,,,,56.62,"117,780",0.3,30.84,38.55,49.59,64.49,81.96,"64,150","80,190","103,150","134,130","170,470",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3060,Purchasing Managers,broad,"69,310",0.9,,,,,64.71,"134,590",0.5,37.17,47.46,61.13,78.19,99.30,"77,310","98,720","127,150","162,630","206,540",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3061,Purchasing Managers,detailed,"69,310",0.9,,,,,64.71,"134,590",0.5,37.17,47.46,61.13,78.19,99.30,"77,310","98,720","127,150","162,630","206,540",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3070,"Transportation, Storage, and Distribution Managers",broad,"144,640",1.1,,,,,50.76,"105,580",0.6,28.16,36.20,47.22,60.87,78.26,"58,570","75,290","98,230","126,600","162,770",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3071,"Transportation, Storage, and Distribution Managers",detailed,"144,640",1.1,,,,,50.76,"105,580",0.6,28.16,36.20,47.22,60.87,78.26,"58,570","75,290","98,230","126,600","162,770",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3110,Compensation and Benefits Managers,broad,"15,330",2.5,,,,,67.05,"139,470",1.0,37.04,47.46,61.31,78.79,#,"77,040","98,720","127,530","163,870",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3111,Compensation and Benefits Managers,detailed,"15,330",2.5,,,,,67.05,"139,470",1.0,37.04,47.46,61.31,78.79,#,"77,040","98,720","127,530","163,870",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3120,Human Resources Managers,broad,"166,530",1.4,,,,,65.67,"136,590",0.5,36.06,45.82,60.69,78.54,#,"75,000","95,310","126,230","163,360",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3121,Human Resources Managers,detailed,"166,530",1.4,,,,,65.67,"136,590",0.5,36.06,45.82,60.69,78.54,#,"75,000","95,310","126,230","163,360",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3130,Training and Development Managers,broad,"35,830",1.2,,,,,61.92,"128,800",0.7,30.95,43.74,57.76,77.65,99.72,"64,370","90,980","120,130","161,520","207,420",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3131,Training and Development Managers,detailed,"35,830",1.2,,,,,61.92,"128,800",0.7,30.95,43.74,57.76,77.65,99.72,"64,370","90,980","120,130","161,520","207,420",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9000,Other Management Occupations,minor,"2,725,860",0.3,,,,,51.55,"107,230",0.3,22.62,30.06,46.94,62.41,82.93,"47,040","62,520","97,630","129,820","172,490",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9010,"Farmers, Ranchers, and Other Agricultural Managers",broad,"5,220",5.6,,,,,37.71,"78,440",2.0,18.37,24.01,35.12,46.40,60.74,"38,200","49,940","73,060","96,520","126,330",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,"5,220",5.6,,,,,37.71,"78,440",2.0,18.37,24.01,35.12,46.40,60.74,"38,200","49,940","73,060","96,520","126,330",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9020,Construction Managers,broad,"284,750",1.5,,,,,52.02,"108,210",0.8,28.87,37.00,47.55,61.11,78.75,"60,050","76,960","98,890","127,110","163,800",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9021,Construction Managers,detailed,"284,750",1.5,,,,,52.02,"108,210",0.8,28.87,37.00,47.55,61.11,78.75,"60,050","76,960","98,890","127,110","163,800",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9030,Education and Childcare Administrators,broad,"537,100",0.5,,,,,47.73,"99,280",0.3,23.13,35.53,45.68,59.91,76.84,"48,100","73,900","95,010","124,620","159,820",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,"56,430",2.7,,,,,25.87,"53,800",0.9,15.00,17.88,22.75,28.85,37.67,"31,200","37,200","47,310","60,010","78,350",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,"274,710",0.8,,,,,*,"102,650",0.3,*,*,*,*,*,"61,480","77,450","98,420","125,520","153,520",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9033,"Education Administrators, Postsecondary",detailed,"155,990",0.3,,,,,53.49,"111,260",0.3,28.44,35.93,46.59,61.55,91.72,"59,150","74,730","96,910","128,020","190,770",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9039,"Education Administrators, All Other",detailed,"49,970",1.7,,,,,45.54,"94,730",0.7,22.90,29.90,43.54,57.40,72.38,"47,630","62,190","90,560","119,400","150,540",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9040,Architectural and Engineering Managers,broad,"187,100",0.9,,,,,76.43,"158,970",0.3,47.76,60.32,73.25,91.55,#,"99,350","125,470","152,350","190,420",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9041,Architectural and Engineering Managers,detailed,"187,100",0.9,,,,,76.43,"158,970",0.3,47.76,60.32,73.25,91.55,#,"99,350","125,470","152,350","190,420",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9050,Food Service Managers,broad,"210,680",1.9,,,,,30.75,"63,970",1.4,17.61,22.40,28.58,36.60,47.15,"36,630","46,590","59,440","76,130","98,070",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9051,Food Service Managers,detailed,"210,680",1.9,,,,,30.75,"63,970",1.4,17.61,22.40,28.58,36.60,47.15,"36,630","46,590","59,440","76,130","98,070",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9070,Entertainment and Recreation Managers,broad,"21,460",2.8,,,,,36.75,"76,430",1.2,18.19,23.38,30.42,45.29,60.22,"37,840","48,630","63,270","94,210","125,250",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9071,Gambling Managers,detailed,"3,660",3.5,,,,,42.88,"89,190",1.6,22.87,28.92,36.98,48.16,70.08,"47,580","60,150","76,910","100,170","145,770",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9072,"Entertainment and Recreation Managers, Except Gambling",detailed,"17,800",3.3,,,,,35.48,"73,810",1.4,17.80,23.01,29.81,43.69,59.67,"37,020","47,850","62,000","90,870","124,120",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9080,Lodging Managers,broad,"35,920",2.5,,,,,32.58,"67,770",1.8,17.08,22.31,28.57,37.27,49.89,"35,530","46,400","59,430","77,510","103,780",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9081,Lodging Managers,detailed,"35,920",2.5,,,,,32.58,"67,770",1.8,17.08,22.31,28.57,37.27,49.89,"35,530","46,400","59,430","77,510","103,780",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9110,Medical and Health Services Managers,broad,"436,770",0.5,,,,,57.61,"119,840",0.3,29.22,37.38,48.72,65.26,98.86,"60,780","77,750","101,340","135,750","205,620",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9111,Medical and Health Services Managers,detailed,"436,770",0.5,,,,,57.61,"119,840",0.3,29.22,37.38,48.72,65.26,98.86,"60,780","77,750","101,340","135,750","205,620",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9120,Natural Sciences Managers,broad,"74,760",1.6,,,,,75.05,"156,110",0.7,36.08,48.75,66.30,97.55,#,"75,040","101,400","137,900","202,910",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9121,Natural Sciences Managers,detailed,"74,760",1.6,,,,,75.05,"156,110",0.7,36.08,48.75,66.30,97.55,#,"75,040","101,400","137,900","202,910",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9130,Postmasters and Mail Superintendents,broad,"12,750",0.0,,,,,39.34,"81,820",0.0,33.16,35.59,38.58,43.08,47.41,"68,970","74,030","80,250","89,610","98,610",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9131,Postmasters and Mail Superintendents,detailed,"12,750",0.0,,,,,39.34,"81,820",0.0,33.16,35.59,38.58,43.08,47.41,"68,970","74,030","80,250","89,610","98,610",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9140,"Property, Real Estate, and Community Association Managers",broad,"234,680",2.6,,,,,33.67,"70,030",1.4,14.78,20.39,28.47,38.18,59.94,"30,740","42,420","59,230","79,420","124,680",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9141,"Property, Real Estate, and Community Association Managers",detailed,"234,680",2.6,,,,,33.67,"70,030",1.4,14.78,20.39,28.47,38.18,59.94,"30,740","42,420","59,230","79,420","124,680",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9150,Social and Community Service Managers,broad,"156,400",1.0,,,,,36.92,"76,790",0.5,22.38,28.12,35.58,45.17,57.04,"46,550","58,490","74,000","93,950","118,650",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9151,Social and Community Service Managers,detailed,"156,400",1.0,,,,,36.92,"76,790",0.5,22.38,28.12,35.58,45.17,57.04,"46,550","58,490","74,000","93,950","118,650",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9160,Emergency Management Directors,broad,"10,320",1.6,,,,,40.77,"84,800",0.8,22.44,28.53,36.89,48.29,64.22,"46,670","59,350","76,730","100,450","133,580",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9161,Emergency Management Directors,detailed,"10,320",1.6,,,,,40.77,"84,800",0.8,22.44,28.53,36.89,48.29,64.22,"46,670","59,350","76,730","100,450","133,580",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9170,Personal Service Managers,broad,"20,060",6.5,,,,,35.75,"74,360",2.4,17.82,23.32,29.02,40.17,59.82,"37,060","48,500","60,360","83,560","124,420",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9171,Funeral Home Managers,detailed,"12,710",3.4,,,,,39.86,"82,900",1.8,20.32,24.13,35.58,47.11,65.22,"42,260","50,200","74,000","97,980","135,660",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9179,"Personal Service Managers, All Other",detailed,"7,350",21.3,,,,,28.65,"59,580",2.1,15.07,22.45,29.02,29.28,40.47,"31,350","46,700","60,360","60,890","84,170",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9190,Miscellaneous Managers,broad,"497,890",0.6,,,,,62.36,"129,710",0.4,29.03,38.89,59.93,78.07,#,"60,390","80,890","124,650","162,380",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9199,"Managers, All Other",detailed,"497,890",0.6,,,,,62.36,"129,710",0.4,29.03,38.89,59.93,78.07,#,"60,390","80,890","124,650","162,380",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,"9,053,790",0.2,,,,,39.72,"82,610",0.2,18.78,25.68,36.81,48.19,62.80,"39,060","53,410","76,570","100,220","130,620",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1000,Business Operations Specialists,minor,"6,152,960",0.2,,,,,38.64,"80,380",0.3,18.63,24.28,36.56,47.81,62.03,"38,740","50,490","76,040","99,450","129,020",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1010,"Agents and Business Managers of Artists, Performers, and Athletes",broad,"12,480",8.5,,,,,55.97,"116,410",4.0,22.78,29.40,37.70,78.33,#,"47,370","61,160","78,410","162,930",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,"12,480",8.5,,,,,55.97,"116,410",4.0,22.78,29.40,37.70,78.33,#,"47,370","61,160","78,410","162,930",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1020,Buyers and Purchasing Agents,broad,"439,020",0.6,,,,,34.88,"72,540",0.3,18.48,23.63,30.51,42.22,53.46,"38,430","49,150","63,470","87,820","111,200",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1020,Buyers and Purchasing Agents,detailed,"439,020",0.6,,,,,34.88,"72,540",0.3,18.48,23.63,30.51,42.22,53.46,"38,430","49,150","63,470","87,820","111,200",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1030,"Claims Adjusters, Appraisers, Examiners, and Investigators",broad,"289,580",1.3,,,,,34.06,"70,850",0.5,20.43,23.86,31.11,39.14,48.60,"42,490","49,620","64,710","81,410","101,080",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,"278,140",1.4,,,,,34.11,"70,960",0.5,19.95,23.86,31.29,39.37,48.70,"41,490","49,620","65,080","81,890","101,290",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1032,"Insurance Appraisers, Auto Damage",detailed,"11,430",4.0,,,,,32.78,"68,180",1.0,22.71,28.29,30.13,38.03,44.08,"47,240","58,850","62,680","79,110","91,680",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1040,Compliance Officers,broad,"334,340",1.5,,,,,36.45,"75,810",0.5,18.73,24.05,34.45,46.47,56.49,"38,950","50,020","71,650","96,660","117,500",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1041,Compliance Officers,detailed,"334,340",1.5,,,,,36.45,"75,810",0.5,18.73,24.05,34.45,46.47,56.49,"38,950","50,020","71,650","96,660","117,500",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1050,Cost Estimators,broad,"208,950",1.1,,,,,35.45,"73,740",0.5,18.69,23.85,31.33,42.89,55.62,"38,880","49,600","65,170","89,210","115,690",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1051,Cost Estimators,detailed,"208,950",1.1,,,,,35.45,"73,740",0.5,18.69,23.85,31.33,42.89,55.62,"38,880","49,600","65,170","89,210","115,690",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1070,Human Resources Workers,broad,"805,080",0.8,,,,,34.24,"71,210",0.4,18.06,23.15,30.04,39.77,54.50,"37,570","48,140","62,490","82,720","113,360",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1071,Human Resources Specialists,detailed,"740,830",0.8,,,,,34.00,"70,720",0.4,18.12,23.12,29.95,38.99,52.00,"37,680","48,080","62,290","81,090","108,160",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1074,Farm Labor Contractors,detailed,440,24.9,,,,,26.16,"54,400",7.2,15.38,18.34,22.97,29.66,38.99,"31,990","38,140","47,770","61,700","81,100",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1075,Labor Relations Specialists,detailed,"63,810",1.6,,,,,37.05,"77,070",1.1,11.00,23.71,37.03,48.16,60.74,"22,880","49,310","77,010","100,180","126,330",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1080,Logisticians and Project Management Specialists,broad,"933,180",0.7,,,,,45.45,"94,530",0.3,23.44,30.30,39.43,58.13,74.29,"48,760","63,020","82,010","120,910","154,520",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1081,Logisticians,detailed,"189,320",1.0,,,,,38.09,"79,230",0.5,21.71,28.72,37.03,47.44,58.84,"45,160","59,740","77,030","98,680","122,390",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1082,Project Management Specialists,detailed,"743,860",0.8,,,,,47.32,"98,420",0.4,23.92,30.89,45.43,60.30,76.51,"49,750","64,250","94,500","125,430","159,140",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1110,Management Analysts,broad,"768,450",1.0,,,,,48.33,"100,530",0.5,24.13,30.84,44.71,59.82,78.73,"50,190","64,150","93,000","124,430","163,760",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1111,Management Analysts,detailed,"768,450",1.0,,,,,48.33,"100,530",0.5,24.13,30.84,44.71,59.82,78.73,"50,190","64,150","93,000","124,430","163,760",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1120,"Meeting, Convention, and Event Planners",broad,"98,150",1.9,,,,,27.81,"57,850",0.9,14.51,18.48,23.79,32.44,46.26,"30,170","38,430","49,470","67,480","96,230",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1121,"Meeting, Convention, and Event Planners",detailed,"98,150",1.9,,,,,27.81,"57,850",0.9,14.51,18.48,23.79,32.44,46.26,"30,170","38,430","49,470","67,480","96,230",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1130,Fundraisers,broad,"82,080",1.3,,,,,31.19,"64,870",0.6,17.80,22.71,29.17,37.73,48.38,"37,020","47,250","60,660","78,470","100,620",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1131,Fundraisers,detailed,"82,080",1.3,,,,,31.19,"64,870",0.6,17.80,22.71,29.17,37.73,48.38,"37,020","47,250","60,660","78,470","100,620",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1140,"Compensation, Benefits, and Job Analysis Specialists",broad,"87,750",1.6,,,,,35.49,"73,810",0.5,20.56,23.94,30.83,40.25,51.04,"42,760","49,800","64,120","83,720","106,160",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,"87,750",1.6,,,,,35.49,"73,810",0.5,20.56,23.94,30.83,40.25,51.04,"42,760","49,800","64,120","83,720","106,160",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1150,Training and Development Specialists,broad,"336,030",1.0,,,,,32.51,"67,620",0.6,15.07,22.62,29.60,38.71,49.64,"31,340","47,040","61,570","80,510","103,240",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1151,Training and Development Specialists,detailed,"336,030",1.0,,,,,32.51,"67,620",0.6,15.07,22.62,29.60,38.71,49.64,"31,340","47,040","61,570","80,510","103,240",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1160,Market Research Analysts and Marketing Specialists,broad,"727,540",1.0,,,,,36.58,"76,080",0.4,18.06,23.27,30.73,46.93,61.69,"37,570","48,400","63,920","97,600","128,320",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1161,Market Research Analysts and Marketing Specialists,detailed,"727,540",1.0,,,,,36.58,"76,080",0.4,18.06,23.27,30.73,46.93,61.69,"37,570","48,400","63,920","97,600","128,320",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1190,Miscellaneous Business Operations Specialists,broad,"1,030,330",0.6,,,,,38.10,"79,240",0.4,18.29,23.86,35.90,47.35,61.55,"38,050","49,630","74,670","98,490","128,030",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1199,"Business Operations Specialists, All Other",detailed,"1,030,330",0.6,,,,,38.10,"79,240",0.4,18.29,23.86,35.90,47.35,61.55,"38,050","49,630","74,670","98,490","128,030",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2000,Financial Specialists,minor,"2,900,840",0.5,,,,,41.99,"87,350",0.3,21.02,28.44,37.16,48.76,67.65,"43,720","59,150","77,300","101,430","140,710",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2010,Accountants and Auditors,broad,"1,318,550",0.6,,,,,40.37,"83,980",0.4,23.06,29.21,37.14,47.98,62.01,"47,970","60,760","77,250","99,800","128,970",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2011,Accountants and Auditors,detailed,"1,318,550",0.6,,,,,40.37,"83,980",0.4,23.06,29.21,37.14,47.98,62.01,"47,970","60,760","77,250","99,800","128,970",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2020,Property Appraisers and Assessors,broad,"58,340",2.2,,,,,33.68,"70,050",1.4,17.08,22.62,29.49,38.97,58.07,"35,520","47,040","61,340","81,050","120,790",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2020,Property Appraisers and Assessors,detailed,"58,340",2.2,,,,,33.68,"70,050",1.4,17.08,22.62,29.49,38.97,58.07,"35,520","47,040","61,340","81,050","120,790",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2030,Budget Analysts,broad,"47,440",1.2,,,,,40.50,"84,240",0.4,23.72,30.17,38.43,48.91,59.83,"49,330","62,750","79,940","101,730","124,440",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2031,Budget Analysts,detailed,"47,440",1.2,,,,,40.50,"84,240",0.4,23.72,30.17,38.43,48.91,59.83,"49,330","62,750","79,940","101,730","124,440",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2040,Credit Analysts,broad,"68,770",1.5,,,,,42.32,"88,030",0.8,22.90,29.08,37.23,48.68,73.83,"47,630","60,490","77,440","101,250","153,560",,
